record_id,review_scope,ai_expected_product_class,ai_predicted_product_class,title,source_platform,source_page_url,creator,license_id,candidate_split,technical_decision,ai_decision,ai_procedure_relevance,ai_functional_step_visible,ai_visual_evidence,ai_uncertainty,sample_frame_paths,review_priority,prescreen_flags,reviewer_id,review_status,license_evidence_status,corrected_product_class,corrected_procedure_relevance,corrected_functional_step_visible,privacy_risk,safety_risk,correction_reason,final_decision,dataset_split,reviewed_at
washing-035,full_positive_review,Washing Machine,Washing Machine,Washing Machine Spot (in Spanish),Internet Archive,https://archive.org/details/washing-machine-35mm,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,operation,yes,"Frames show a cylindrical washing machine drum with clothes inside, a control panel with 'EASY' branding, and a hand interacting with the controls, indicating operation.",,data_video/review/archive_candidate_frames/washing-035/sample_01.jpg|data_video/review/archive_candidate_frames/washing-035/sample_02.jpg|data_video/review/archive_candidate_frames/washing-035/sample_03.jpg|data_video/review/archive_candidate_frames/washing-035/sample_04.jpg|data_video/review/archive_candidate_frames/washing-035/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
washing-041,full_positive_review,Washing Machine,Washing Machine,Broken Washing Machine,Internet Archive,https://archive.org/details/NathanAlberBrokenWashingMachine,Nathan Alber,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,operation,yes,"Frames 1-3 show a top-loading washing machine with its lid open, revealing the drum. Frame 3 shows a cartoonish depiction of items inside the drum. Frame 5 shows a person washing clothes by hand in a sink, which is a different activity but contextually related to laundry.",,data_video/review/archive_candidate_frames/washing-041/sample_01.jpg|data_video/review/archive_candidate_frames/washing-041/sample_02.jpg|data_video/review/archive_candidate_frames/washing-041/sample_03.jpg|data_video/review/archive_candidate_frames/washing-041/sample_04.jpg|data_video/review/archive_candidate_frames/washing-041/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
washing-042,full_positive_review,Washing Machine,Washing Machine,Nick Jr Face the Washing Machine,Internet Archive,https://archive.org/details/nick-jr-face-the-washing-machine,Nick Jr.,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,operation,yes,"The frames show a washing machine drum with clothes and bubbles, and a smiling face character inside, indicating the washing process is in operation.",,data_video/review/archive_candidate_frames/washing-042/sample_01.jpg|data_video/review/archive_candidate_frames/washing-042/sample_02.jpg|data_video/review/archive_candidate_frames/washing-042/sample_03.jpg|data_video/review/archive_candidate_frames/washing-042/sample_04.jpg|data_video/review/archive_candidate_frames/washing-042/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
washing-048,full_positive_review,Washing Machine,Washing Machine,[LG Washing Machine] - How to clean the dispenser,Internet Archive,https://archive.org/details/youtube-MlSccVEf9X8,LG customer support Europe_official,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,maintenance,yes,"The video shows a person opening the detergent drawer of an LG washing machine and pointing to its compartments, consistent with a cleaning or maintenance procedure.",,data_video/review/archive_candidate_frames/washing-048/sample_01.jpg|data_video/review/archive_candidate_frames/washing-048/sample_02.jpg|data_video/review/archive_candidate_frames/washing-048/sample_03.jpg|data_video/review/archive_candidate_frames/washing-048/sample_04.jpg|data_video/review/archive_candidate_frames/washing-048/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
washing-049,full_positive_review,Washing Machine,Washing Machine,LG Washer - Tub Cleaning and Maintenance,Internet Archive,https://archive.org/details/youtube-c8XiTdH9heQ,LG USA,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,maintenance,yes,"Frames show a washing machine with instructions for tub cleaning, including adding cleaning products, selecting the 'Tub Clean' cycle, and leaving the door ajar to dry.",,data_video/review/archive_candidate_frames/washing-049/sample_01.jpg|data_video/review/archive_candidate_frames/washing-049/sample_02.jpg|data_video/review/archive_candidate_frames/washing-049/sample_03.jpg|data_video/review/archive_candidate_frames/washing-049/sample_04.jpg|data_video/review/archive_candidate_frames/washing-049/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
washing-050,full_positive_review,Washing Machine,Washing Machine,[LG Washing Machine] - How to clean the washing machine filter,Internet Archive,https://archive.org/details/youtube-VqdLgLyQ81Y,LG customer support Europe_official,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,maintenance,yes,"A white appliance with a visible access panel being opened, followed by a hand inserting a black filter component into the machine's internal chamber, consistent with cleaning or maintenance.",,data_video/review/archive_candidate_frames/washing-050/sample_01.jpg|data_video/review/archive_candidate_frames/washing-050/sample_02.jpg|data_video/review/archive_candidate_frames/washing-050/sample_03.jpg|data_video/review/archive_candidate_frames/washing-050/sample_04.jpg|data_video/review/archive_candidate_frames/washing-050/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
washing-051,full_positive_review,Washing Machine,Washing Machine,LG Washer : How to repair Operation Issues | LG,Internet Archive,https://archive.org/details/youtube--5f6NURRjUs,LG Global,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,troubleshooting,yes,"Frames show an LG washing machine with on-screen text and graphics for troubleshooting: 'Power Down' (unplugging), 'Buttons Not Functioning' (deactivating Control Lock), 'Water is Not Filling Properly' (checking hoses), and 'Water Leaking or Not Draining Properly' (showing drain hose).",,data_video/review/archive_candidate_frames/washing-051/sample_01.jpg|data_video/review/archive_candidate_frames/washing-051/sample_02.jpg|data_video/review/archive_candidate_frames/washing-051/sample_03.jpg|data_video/review/archive_candidate_frames/washing-051/sample_04.jpg|data_video/review/archive_candidate_frames/washing-051/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
washing-052,full_positive_review,Washing Machine,Washing Machine,Inside my new British washing machine (clothes washer).,Internet Archive,https://archive.org/details/bigclive_20170917,Big Clive,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,maintenance,yes,"Frames show the interior of a washing machine with the lid open, revealing the drum, motor, wiring, and internal components, consistent with maintenance or repair activity.",,data_video/review/archive_candidate_frames/washing-052/sample_01.jpg|data_video/review/archive_candidate_frames/washing-052/sample_02.jpg|data_video/review/archive_candidate_frames/washing-052/sample_03.jpg|data_video/review/archive_candidate_frames/washing-052/sample_04.jpg|data_video/review/archive_candidate_frames/washing-052/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
washing-054,full_positive_review,Washing Machine,Washing Machine,LG Washer : How to Clean the Water Inlet Filter | LG,Internet Archive,https://archive.org/details/youtube-csbGtz8D1lw,LG Global,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,maintenance,yes,"The video shows a white LG front-loading washing machine. It demonstrates removing the water inlet hose from the back of the machine, draining water into a sink, and cleaning the filter. Text overlays confirm the procedure is for 'Cleaning the Water Inlet Filter'.",,data_video/review/archive_candidate_frames/washing-054/sample_01.jpg|data_video/review/archive_candidate_frames/washing-054/sample_02.jpg|data_video/review/archive_candidate_frames/washing-054/sample_03.jpg|data_video/review/archive_candidate_frames/washing-054/sample_04.jpg|data_video/review/archive_candidate_frames/washing-054/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
washing-056,full_positive_review,Washing Machine,Washing Machine,How to select wash cycles on your Samsung Washing Machine,Internet Archive,https://archive.org/details/youtube-TngLsmls00c,Samsung UK,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,operation,yes,"Frames show a hand interacting with a washing machine's control panel, selecting wash cycles (e.g., 'Eco 40-60', 'Cotton'), adjusting water temperature, changing spin speed, and using a delay end feature. A smartphone app for cycle suggestions is also shown.",,data_video/review/archive_candidate_frames/washing-056/sample_01.jpg|data_video/review/archive_candidate_frames/washing-056/sample_02.jpg|data_video/review/archive_candidate_frames/washing-056/sample_03.jpg|data_video/review/archive_candidate_frames/washing-056/sample_04.jpg|data_video/review/archive_candidate_frames/washing-056/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
washing-057,full_positive_review,Washing Machine,Washing Machine,How to install the Washing Machine Stacking Kit (SKK-UDW) | Samsung New Zealand,Internet Archive,https://archive.org/details/youtube-1iGAacTgkxc,Samsung New Zealand,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,setup,yes,"Frames show a person installing a stacking kit onto a white appliance, which is identified as a washer, and preparing to stack a dryer on top. Text overlays guide the user through unscrewing screws, placing a tray, and sliding components into position.",,data_video/review/archive_candidate_frames/washing-057/sample_01.jpg|data_video/review/archive_candidate_frames/washing-057/sample_02.jpg|data_video/review/archive_candidate_frames/washing-057/sample_03.jpg|data_video/review/archive_candidate_frames/washing-057/sample_04.jpg|data_video/review/archive_candidate_frames/washing-057/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
washing-058,full_positive_review,Washing Machine,Washing Machine,LG Washer : How to do Laundry | LG,Internet Archive,https://archive.org/details/youtube-X6DiGFHcJtg,LG Global,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,setup,yes,"Frames show an LG washing machine with instructions for separating clothes, checking the rubber gasket, adding detergent, and using the control panel to start a wash cycle.",,data_video/review/archive_candidate_frames/washing-058/sample_01.jpg|data_video/review/archive_candidate_frames/washing-058/sample_02.jpg|data_video/review/archive_candidate_frames/washing-058/sample_03.jpg|data_video/review/archive_candidate_frames/washing-058/sample_04.jpg|data_video/review/archive_candidate_frames/washing-058/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
washing-060,full_positive_review,Washing Machine,Washing Machine,LG Washer - How to Use the Spin Only Option (2018 Update),Internet Archive,https://archive.org/details/youtube-trWG49Qp5ps,LG USA,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,operation,yes,"Frames show a front-loading LG washing machine with a control panel. A hand is shown pressing a button, and subsequent frames display the control panel with text overlays instructing to 'Press the start button' and noting 'NO SPIN' is not available for top-load washers, indicating operational guidance.",,data_video/review/archive_candidate_frames/washing-060/sample_01.jpg|data_video/review/archive_candidate_frames/washing-060/sample_02.jpg|data_video/review/archive_candidate_frames/washing-060/sample_03.jpg|data_video/review/archive_candidate_frames/washing-060/sample_04.jpg|data_video/review/archive_candidate_frames/washing-060/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
washing-061,full_positive_review,Washing Machine,Washing Machine,How to clean your LG washing machine drain pump filter,Internet Archive,https://archive.org/details/youtube-6kghyoFhYb8,LG DIY Service,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,maintenance,yes,"The video shows a white LG washing machine with a calendar icon indicating a monthly maintenance reminder. It then demonstrates opening a panel, removing a filter, and reinstalling it, with on-screen text guiding the user through cleaning the drain pump filter.",,data_video/review/archive_candidate_frames/washing-061/sample_01.jpg|data_video/review/archive_candidate_frames/washing-061/sample_02.jpg|data_video/review/archive_candidate_frames/washing-061/sample_03.jpg|data_video/review/archive_candidate_frames/washing-061/sample_04.jpg|data_video/review/archive_candidate_frames/washing-061/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
washing-062,full_positive_review,Washing Machine,Washing Machine,LG Washer : How to repair Washing Machine Performance Issues | LG,Internet Archive,https://archive.org/details/youtube-S_7pnxpmFcU,LG Malaysia,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,troubleshooting,yes,"Frames show an LG washing machine with on-screen text and graphics addressing common issues like wrinkling (due to low spin speed or leaving laundry in the drum) and poor stain removal (due to set-in stains or mixing soiled items). Specific steps like adjusting spin speed, pre-treating stains, and separating laundry are visually indicated.",,data_video/review/archive_candidate_frames/washing-062/sample_01.jpg|data_video/review/archive_candidate_frames/washing-062/sample_02.jpg|data_video/review/archive_candidate_frames/washing-062/sample_03.jpg|data_video/review/archive_candidate_frames/washing-062/sample_04.jpg|data_video/review/archive_candidate_frames/washing-062/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
washing-063,full_positive_review,Washing Machine,Washing Machine,Samsung Top Load Washing Machine: How to Clean Magic Filter,Internet Archive,https://archive.org/details/youtube-2YPIWeWR6Ss,Samsung India,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,maintenance,yes,"Frames show a Samsung top load washing machine, a 'Magic Filter' component, and instructions to clean the filter and insert it back, indicating maintenance procedure.",,data_video/review/archive_candidate_frames/washing-063/sample_01.jpg|data_video/review/archive_candidate_frames/washing-063/sample_02.jpg|data_video/review/archive_candidate_frames/washing-063/sample_03.jpg|data_video/review/archive_candidate_frames/washing-063/sample_04.jpg|data_video/review/archive_candidate_frames/washing-063/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
washing-064,full_positive_review,Washing Machine,Washing Machine,LG Washer : How to repair Washing Machine Performance Issues | LG,Internet Archive,https://archive.org/details/youtube-CiJI2aq_Wnw,LG Global,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,troubleshooting,yes,"Frames show an LG washing machine's control panel, detergent drawer, and drum, with text overlays explaining troubleshooting for wrinkling, poor stain removal, and staining, including specific steps like adjusting spin speed and pre-treating stains.",,data_video/review/archive_candidate_frames/washing-064/sample_01.jpg|data_video/review/archive_candidate_frames/washing-064/sample_02.jpg|data_video/review/archive_candidate_frames/washing-064/sample_03.jpg|data_video/review/archive_candidate_frames/washing-064/sample_04.jpg|data_video/review/archive_candidate_frames/washing-064/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
washing-065,full_positive_review,Washing Machine,Washing Machine,LG Washer : How to deal with Troubleshooting Noises | LG,Internet Archive,https://archive.org/details/youtube-VW8QV9W6LZ0,LG Global,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,troubleshooting,yes,"The video shows a white LG washing machine with on-screen text guiding users to check for packaging material, level the machine, and remove objects causing noise, all related to troubleshooting vibrating noise.",,data_video/review/archive_candidate_frames/washing-065/sample_01.jpg|data_video/review/archive_candidate_frames/washing-065/sample_02.jpg|data_video/review/archive_candidate_frames/washing-065/sample_03.jpg|data_video/review/archive_candidate_frames/washing-065/sample_04.jpg|data_video/review/archive_candidate_frames/washing-065/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
washing-066,full_positive_review,Washing Machine,Washing Machine,How to clean the debris filter of your Samsung Front Load washing machine,Internet Archive,https://archive.org/details/youtube-rkRoBFW2k0I,Samsung India,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,maintenance,yes,"Frames show a Samsung front-load washing machine, with steps for accessing and cleaning the debris filter, including draining water, removing foreign objects, and reassembling the filter.",,data_video/review/archive_candidate_frames/washing-066/sample_01.jpg|data_video/review/archive_candidate_frames/washing-066/sample_02.jpg|data_video/review/archive_candidate_frames/washing-066/sample_03.jpg|data_video/review/archive_candidate_frames/washing-066/sample_04.jpg|data_video/review/archive_candidate_frames/washing-066/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
washing-067,full_positive_review,Washing Machine,Washing Machine,LG Washer : How to How to Remove Odd Odors from Washer| LG,Internet Archive,https://archive.org/details/youtube-71kKEb5FNnI,LG Global,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,maintenance,yes,"Frames show a front-loading washing machine with instructions for drum cleaning, wiping door seals, and running a Tub Clean cycle to troubleshoot odors.",,data_video/review/archive_candidate_frames/washing-067/sample_01.jpg|data_video/review/archive_candidate_frames/washing-067/sample_02.jpg|data_video/review/archive_candidate_frames/washing-067/sample_03.jpg|data_video/review/archive_candidate_frames/washing-067/sample_04.jpg|data_video/review/archive_candidate_frames/washing-067/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
washing-068,full_positive_review,Washing Machine,Washing Machine,LG Washer : How to Use the General Dispenser Drawer | LG,Internet Archive,https://archive.org/details/youtube-rMsIyVGbBAk,LG Gulf,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,maintenance,yes,"The frames show a washing machine's dispenser drawer being opened and cleaned under a faucet, with text instructions about cleaning the drawer to prevent detergent buildup.",,data_video/review/archive_candidate_frames/washing-068/sample_01.jpg|data_video/review/archive_candidate_frames/washing-068/sample_02.jpg|data_video/review/archive_candidate_frames/washing-068/sample_03.jpg|data_video/review/archive_candidate_frames/washing-068/sample_04.jpg|data_video/review/archive_candidate_frames/washing-068/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
washing-069,full_positive_review,Washing Machine,Washing Machine,LG Washer : How to How to Remove Odd Odors from Washer | LG,Internet Archive,https://archive.org/details/youtube-gRfpIUVfgZQ,LG Malaysia,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,retain_for_human_review,maintenance,yes,"Frames show a white LG front-loading washing machine with its door open, displaying the drum. Text overlays instruct on removing items, wiping the door seal, running the Tub Clean cycle, and checking the drain hose, all related to odor troubleshooting and maintenance.",,data_video/review/archive_candidate_frames/washing-069/sample_01.jpg|data_video/review/archive_candidate_frames/washing-069/sample_02.jpg|data_video/review/archive_candidate_frames/washing-069/sample_03.jpg|data_video/review/archive_candidate_frames/washing-069/sample_04.jpg|data_video/review/archive_candidate_frames/washing-069/sample_05.jpg,normal,,R1,pending,pending,,,,,,,pending,pending,
airfryer-021,rejected_audit_sample,Air Fryer,uncertain,I COOKED FOUR STEAKS WITH FOUR DIFFERENT TYPES OF HAWAIIAN 🌴 SALTS IN MY AIR FRYER,Internet Archive,https://archive.org/details/youtube-macMh9YZYjY,Alaska Prepper,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,reject_out_of_scope,irrelevant,no,"Frames show raw meat being handled, seasoned meat, a grill pan on a stovetop, and cooked meat being sliced. No air fryer or its distinct hardware is visible.",,data_video/review/archive_candidate_frames/airfryer-021/sample_01.jpg|data_video/review/archive_candidate_frames/airfryer-021/sample_02.jpg|data_video/review/archive_candidate_frames/airfryer-021/sample_03.jpg|data_video/review/archive_candidate_frames/airfryer-021/sample_04.jpg|data_video/review/archive_candidate_frames/airfryer-021/sample_05.jpg,audit,predicted_class_mismatch|no_visible_functional_step|sampled_ai_rejection,R1,pending,pending,,,,,,,pending,pending,
espresso-020,rejected_audit_sample,Espresso Machine,uncertain,Saeco Espresso Machine,Internet Archive,https://archive.org/details/Anthonysespresso.comSaecoEspressoMachine,Archive contributor,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,reject_out_of_scope,promotion,no,"Frames show a cup of coffee, coffee beans, and contact information, but no espresso machine or its operation is visible.",,data_video/review/archive_candidate_frames/espresso-020/sample_01.jpg|data_video/review/archive_candidate_frames/espresso-020/sample_02.jpg|data_video/review/archive_candidate_frames/espresso-020/sample_03.jpg|data_video/review/archive_candidate_frames/espresso-020/sample_04.jpg|data_video/review/archive_candidate_frames/espresso-020/sample_05.jpg,audit,predicted_class_mismatch|no_visible_functional_step|sampled_ai_rejection,R1,pending,pending,,,,,,,pending,pending,
pressure-024,rejected_audit_sample,Pressure Cooker,uncertain,Family: Pressure Cooker Of The 90s (Gary Colville) | Hosanna Porirua,Internet Archive,https://archive.org/details/19940508am-family-pressure-hosanna,Contagious Media,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,reject_out_of_scope,irrelevant,no,"The frames show a live stage performance with actors and an audience. One frame shows a person on the phone, but no pressure cooker or related appliance is visible.",,data_video/review/archive_candidate_frames/pressure-024/sample_01.jpg|data_video/review/archive_candidate_frames/pressure-024/sample_02.jpg|data_video/review/archive_candidate_frames/pressure-024/sample_03.jpg|data_video/review/archive_candidate_frames/pressure-024/sample_04.jpg|data_video/review/archive_candidate_frames/pressure-024/sample_05.jpg,audit,predicted_class_mismatch|no_visible_functional_step|sampled_ai_rejection,R1,pending,pending,,,,,,,pending,pending,
printer-013,rejected_audit_sample,Printer,uncertain,How to Print ABS on an OPEN Printer - Warping Tips,Internet Archive,https://archive.org/details/youtube-eEOaA76WR0Q,The 3D Print General,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,reject_out_of_scope,uncertain,no,"Frames show a temperature graph, nozzle die diagram, YouTube search results for ABS bed adhesion, a glue-coated print bed, and two green 3D printed parts. None show a printer's physical hardware or operation.",,data_video/review/archive_candidate_frames/printer-013/sample_01.jpg|data_video/review/archive_candidate_frames/printer-013/sample_02.jpg|data_video/review/archive_candidate_frames/printer-013/sample_03.jpg|data_video/review/archive_candidate_frames/printer-013/sample_04.jpg|data_video/review/archive_candidate_frames/printer-013/sample_05.jpg,audit,predicted_class_mismatch|no_visible_functional_step|sampled_ai_rejection,R1,pending,pending,,,,,,,pending,pending,
vacuum-041,rejected_audit_sample,Vacuum,uncertain,Vacuum Cleaner To Sweep The Ocean Floor,Internet Archive,https://archive.org/details/youtube-pVc_Vr4-pqU,Interesting Engineering,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,reject_out_of_scope,irrelevant,no,"The frames show an ocean floor drilling rig, a drilling rig on land, a solar farm, a snail, and a conveyor belt with coal. None depict a household vacuum cleaner or any vacuum-related operation.",,data_video/review/archive_candidate_frames/vacuum-041/sample_01.jpg|data_video/review/archive_candidate_frames/vacuum-041/sample_02.jpg|data_video/review/archive_candidate_frames/vacuum-041/sample_03.jpg|data_video/review/archive_candidate_frames/vacuum-041/sample_04.jpg|data_video/review/archive_candidate_frames/vacuum-041/sample_05.jpg,audit,predicted_class_mismatch|no_visible_functional_step|sampled_ai_rejection,R1,pending,pending,,,,,,,pending,pending,
washing-036,rejected_audit_sample,Washing Machine,uncertain,Mom Minnie Mouse Got Losing the Winner Spin Washing Machine! Mickey Mouse and Minnie Mouse Funny Cartoon for Kids,Internet Archive,https://archive.org/details/mom-minnie-mouse-got-losing-the-winner-spin-washing-machine,Elsagate Archive Videos,OWNER-WRITTEN-AUTHORIZATION,development_candidate,pass,reject_out_of_scope,irrelevant,no,"The frames depict cartoon characters in various settings: a casino, a campfire, a toy room, and a house exterior. No washing machine or any related laundry appliance is visible.",,data_video/review/archive_candidate_frames/washing-036/sample_01.jpg|data_video/review/archive_candidate_frames/washing-036/sample_02.jpg|data_video/review/archive_candidate_frames/washing-036/sample_03.jpg|data_video/review/archive_candidate_frames/washing-036/sample_04.jpg|data_video/review/archive_candidate_frames/washing-036/sample_05.jpg,audit,predicted_class_mismatch|no_visible_functional_step|sampled_ai_rejection,R1,pending,pending,,,,,,,pending,pending,
