record_id,product_class,archive_identifier,title,creator,description_excerpt,source_page_url,license_url,selected_file,selected_format,bytes,duration_seconds,width,height,matched_queries,discovery_score,selection_status,selection_reason
,Washing Machine,youtube-Vq_Y-P15vyI,Samsung Top Load Washing Machine: How to improve the quality of your wash,Samsung India,"Your clothes deserve the best possible care, and this includes wash quality. To get the best out of your laundry cycle, follow the simple steps shown in this video. If you want to know more about your Samsung Washing Machine, simply reach out to us on 1800 5 SAMSUNG (7267864) and our team will assist you. #Samsung Know more: http://spr.ly/6056yOWmi Connect with us: Support: http://spr.ly/6058yOWmY Community: http://spr.ly/6059yOWml Facebook: http://spr.ly/6050yOWmm Twitter: http://spr.ly/6051yOW",https://archive.org/details/youtube-Vq_Y-P15vyI,,Vq_Y-P15vyI.mp4,MPEG4,13686037,127.06,1280,720,"title:(""Samsung"" ""washing machine"") | title:(""washing machine"" ""how to"")",6,eligible,
,Washing Machine,youtube-WksvsZUCIto,How to clean the dispenser on your LG washing machine,LG DIY Service,"cleaning the LG washing machine dispenser, clean the LG washer dispenser, clean the LG washer dispenser drawer Source: https://www.youtube.com/watch?v=WksvsZUCIto Uploader: LG DIY Service",https://archive.org/details/youtube-WksvsZUCIto,,WksvsZUCIto.mp4,MPEG4,13214334,179.93,1280,720,"title:(""washing machine"" ""how to"")",6,eligible,
,Washing Machine,youtube-X7jkW-KVsa4,Sync Your Washing Machine & Tumble Dryer | SmartThings | Samsung UK,Samsung UK,"Auto Cycle Link via the Samsung SmartThings App lets you sync up your Washing Machine and Tumble Dryer. Saving time and confusion so you can clean your clothes hassle free. You can even schedule, monitor, or turn on your washes on the-go with Smart Control +. Save 20% when you buy 3 selected home appliance or save 15% when buying 2 from Samsung UK. Shop all Samsung Washing Machines, Washer Dryers and Tumble Dryers at https://www.samsung.com/uk/washers-and-dryers/all-washers-and-dryers/ Purchase ",https://archive.org/details/youtube-X7jkW-KVsa4,,X7jkW-KVsa4.mp4,MPEG4,11123415,50.2,1280,720,"title:(""Samsung"" ""washing machine"")",6,eligible,
,Washing Machine,youtube-XLj3SGLE3dU,LG Washer Dryer - How to Measure for Installation - 2018,LG USA,"This video will help guide you to proper measuring before installing a new appliance. Dimensions vary based on model, check with your sales representative or visit LG.com for dimensions and accessories. Follow LG USA: Facebook: https://www.facebook.com/LGUSA/ Twitter: https://twitter.com/lgus Instagram: https://www.instagram.com/lgusa Pinterest: https://www.pinterest.com/lgusa/ Source: https://www.youtube.com/watch?v=XLj3SGLE3dU Uploader: LG USA",https://archive.org/details/youtube-XLj3SGLE3dU,,XLj3SGLE3dU.mp4,MPEG4,8613301,62.11,1280,720,"title:(""LG Washer"")",6,eligible,
,Washing Machine,youtube-YwuxF7CNOFQ,[LG Washing Machine] - How to level your washing machine,LG customer support Europe_official,"A short demonstration on how to level your washing machine, from front to back and from side to side. Execution: John Niezen Product Group: Home Appliance Source: https://www.youtube.com/watch?v=YwuxF7CNOFQ Uploader: LG customer support Europe_official",https://archive.org/details/youtube-YwuxF7CNOFQ,,YwuxF7CNOFQ.mp4,MPEG4,3109677,68.69,1280,720,"title:(""washing machine"" ""how to"")",6,eligible,
,Washing Machine,youtube-ZUmzBLsTIUE,[LG Washing machine] - How to replace the detergent drawer,LG customer support Europe_official,This video shows how to replace the detergent drawer in your LG Washing Machine. Music: https://www.bensound.com Source: https://www.youtube.com/watch?v=ZUmzBLsTIUE Uploader: LG customer support Europe_official,https://archive.org/details/youtube-ZUmzBLsTIUE,,ZUmzBLsTIUE.mp4,MPEG4,4701502,25.61,1280,720,"title:(""washing machine"" ""how to"")",6,eligible,
,Washing Machine,youtube-ZovVhVGlgBY,How to fix the ‘water draining’ issue in a Samsung Top Load washing machine,Samsung India,"Doing the laundry may get difficult if you constantly face the water draining issue! But, you can resolve this easily. All you need to do is follow the steps shown in the video. If the problem persists, please give us a call on 1800 5 SAMSUNG (7267864). Our executives will be happy to assist you. Know more: http://spr.ly/6053KZvnB. #Samsung Connect with us: Support: http://spr.ly/6054KZvn8 Community: http://spr.ly/6055KZvnD Facebook: http://spr.ly/6056KZvnE Twitter: http://spr.ly/6057KZvn1 Insta",https://archive.org/details/youtube-ZovVhVGlgBY,,ZovVhVGlgBY.mp4,MPEG4,17941758,245.13,1280,720,"title:(""Samsung"" ""washing machine"") | title:(""washing machine"" ""how to"")",6,eligible,
,Washing Machine,youtube-aOQfX_tZuBw,How to start using your LG front load washing machine,LG DIY Service,"LG washing machine, LG washer, LG washer-dryer, LG front loader Source: https://www.youtube.com/watch?v=aOQfX_tZuBw Uploader: LG DIY Service",https://archive.org/details/youtube-aOQfX_tZuBw,,aOQfX_tZuBw.mp4,MPEG4,17691008,353.71,1280,720,"title:(""washing machine"" ""how to"")",6,eligible,
,Washing Machine,youtube-cWeKO2ewXIc,[LG Washer-Dryer] - How to use Dry Only options,LG customer support Europe_official,This video describes how to use Dry only options on a LG Washer-Dryer. Source: https://www.youtube.com/watch?v=cWeKO2ewXIc Uploader: LG customer support Europe_official,https://archive.org/details/youtube-cWeKO2ewXIc,,cWeKO2ewXIc.mp4,MPEG4,7285089,50.02,1280,720,"title:(""LG Washer"")",6,eligible,
,Washing Machine,youtube-cgDZwHzjTFo,LG Washer ezDispense™ - How to Properly Clean the ezDispense™ Drawer,LG USA,Keep your LG washer performing at its best by cleaning the ezDispense™ drawer. ___________________________________________________ Follow LG USA: Facebook: https://www.facebook.com/LGUSA/ Twitter: https://twitter.com/lgus Instagram: https://www.instagram.com/lgusa Pinterest: https://www.pinterest.com/lgusa/ Source: https://www.youtube.com/watch?v=cgDZwHzjTFo Uploader: LG USA,https://archive.org/details/youtube-cgDZwHzjTFo,,cgDZwHzjTFo.mp4,MPEG4,30659958,180.95,1280,720,"title:(""LG Washer"")",6,eligible,
,Washing Machine,youtube-dT0eZNBbQ5k,[LG Washer-Dryer] - How to use Spin only & Drain Only,LG customer support Europe_official,This video describes how to use the Spin Only & Drain only options on an LG Washer-Dryer model. Source: https://www.youtube.com/watch?v=dT0eZNBbQ5k Uploader: LG customer support Europe_official,https://archive.org/details/youtube-dT0eZNBbQ5k,,dT0eZNBbQ5k.mp4,MPEG4,4592348,32.86,1280,720,"title:(""LG Washer"")",6,eligible,
,Washing Machine,youtube-dpsO7RcZ6CY,Washing Machine | How to Install Your Samsung Washing Machine | Samsung,Samsung Philippines,Here is a guide to help you #DoWhatYouCant and install your new #Samsung Washing Machine. ------------------------------------------------------- Don't forget to subscribe to our YouTube channel to get all the latest updates! https://www.youtube.com/user/samsungphilippines Follow us on social: Facebook - https://www.facebook.com/SamsungPH/ Twitter - https://twitter.com/SamsungPH/ Instagram - https://www.instagram.com/SamsungPH/ Source: https://www.youtube.com/watch?v=dpsO7RcZ6CY Uploader: Samsun,https://archive.org/details/youtube-dpsO7RcZ6CY,,dpsO7RcZ6CY.mp4,MPEG4,37899626,264.89,1280,720,"title:(""Samsung"" ""washing machine"") | title:(""washing machine"" ""how to"")",6,eligible,
,Washing Machine,youtube-eXXSsZhluEA,Samsung Top Load Washing Machine: How to Fix Water Overflow Issue,Samsung India,"Samsung’s Top Loading Washing Machines are renowned for their reliability and ease of use. But, in case you are facing water overflowing issue, watch this video for a quick fix. In case you are unable to solve, even after following the steps, feel free to contact our service helpline on 1800 5 SAMSUNG (7267864). Connect with us: Support: https://www.samsung.com/in/support/ Community: https://r2.community.samsung.com/t5/India/ct-p/in Facebook: https://www.facebook.com/SamsungIndia/ Twitter: https",https://archive.org/details/youtube-eXXSsZhluEA,,eXXSsZhluEA.mp4,MPEG4,9532198,135.33,1280,720,"title:(""Samsung"" ""washing machine"") | title:(""washing machine"" ""how to"")",6,eligible,
,Washing Machine,youtube-gKfFOlxrHsg,LG Washer ezDispense™ - How to Adjust the ezDispense™ Levels for the Current Cycle,LG USA,"You can manually adjust the amounts dispensed for the current cycle only, or change the overall default settings used for every cycle. __________________________________________________ Follow LG USA: Facebook: https://www.facebook.com/LGUSA/ Twitter: https://twitter.com/lgus Instagram: https://www.instagram.com/lgusa Pinterest: https://www.pinterest.com/lgusa/ Source: https://www.youtube.com/watch?v=gKfFOlxrHsg Uploader: LG USA",https://archive.org/details/youtube-gKfFOlxrHsg,,gKfFOlxrHsg.mp4,MPEG4,14379536,108.83,1280,720,"title:(""LG Washer"")",6,eligible,
,Washing Machine,youtube-iXTDMLiMvb4,How to install your Samsung Washing Machine,Samsung UK,"Find out how to install your Samsung washing machine for the first time. 1. Select a location 2. Remove shipping bolts 3. Adjust levelling 4. Connect water hose 5. Position drain hose 6. Power on For information on washing machine fitting and more, please visit Samsung UK Support: https://www.samsung.com/uk/support/ Discover our range of washing machines here: https://www.samsung.com/uk/washers-and-dryers/ Source: https://www.youtube.com/watch?v=iXTDMLiMvb4 Uploader: Samsung UK",https://archive.org/details/youtube-iXTDMLiMvb4,,iXTDMLiMvb4.mp4,MPEG4,5320496,101.01,1280,720,"title:(""washing machine"" ""how to"")",6,eligible,
,Washing Machine,youtube-jK93lvlsrBI,Easy tips to optimise the wash cycle duration of your Samsung washing machine,Samsung India,"There are several reasons why your washing machine could be taking extra time to complete a wash cycle. Follow the list of easy tips shown in this video to learn how to optimise the cycle length and ensure that it doesn’t take too long. If you face any difficulties, or have any further queries, you can WhatsApp us on 1800 5 7267864.#Samsung Connect with us: Support: http://spr.ly/6056MzsAk Community: http://spr.ly/6057MzsAZ Facebook: http://spr.ly/6058MzsAw Twitter: http://spr.ly/6059MzsAb Insta",https://archive.org/details/youtube-jK93lvlsrBI,,jK93lvlsrBI.mp4,MPEG4,4452901,93.48,1280,720,"title:(""Samsung"" ""washing machine"")",6,eligible,
,Washing Machine,youtube-jZLge7jHTww,Samsung AI Ecobubble™ Washing Machine: Experience an AI-powered wash,Samsung India,"Introducing the Samsung AI Ecobubble™ washing machine, the smartest way to do laundry. It not only learns your laundry habits and remembers them, but can also recommend the best washing cycle for your clothes through the Laundry Recipe app. So here on, the only way to do laundry is the AI Ecobubble™ way. #EcoBubble #Samsung Know more: https://bit.ly/3fxQIcY Connect with us: Support: http://spr.ly/6054HaCUw Community: http://spr.ly/6056HaCUj Facebook: http://spr.ly/6057HaCUd Twitter: http://spr.l",https://archive.org/details/youtube-jZLge7jHTww,,jZLge7jHTww.mp4,MPEG4,1189411,37.64,1280,720,"title:(""Samsung"" ""washing machine"")",6,eligible,
,Washing Machine,youtube-kHVANCdmxv4,How to use the ezDispense on your LG washing machine,LG DIY Service,"LG detergent dispenser, LG dispenser, ezdispense Source: https://www.youtube.com/watch?v=kHVANCdmxv4 Uploader: LG DIY Service",https://archive.org/details/youtube-kHVANCdmxv4,,kHVANCdmxv4.mp4,MPEG4,25020343,512.67,1280,720,"title:(""washing machine"" ""how to"")",6,eligible,
,Washing Machine,youtube-mJFBjYEgBDY,AddWash™ Washing Machine How to add item during the wash | Samsung,Samsung Gulf,Forgot a shirt? AddWash™ lets you simply and quickly add forgotten clothes after your cycle has already started. You can also easily pop in hand-washed clothes that you just want to rinse or spin dry. Learn More : https://www.samsung.com/ae/washing-machines/ Source: https://www.youtube.com/watch?v=mJFBjYEgBDY Uploader: Samsung Gulf,https://archive.org/details/youtube-mJFBjYEgBDY,,mJFBjYEgBDY.mp4,MPEG4,7303163,57.61,1280,720,"title:(""washing machine"" ""how to"")",6,eligible,
,Washing Machine,youtube-pDGsOpSZGE8,LG Washer : How to use the ezDispense(auto dosing) | LG,LG Global,Hello and welcome to LG's step-by-step guide on how to use the ezDispense. 1) How to Fill 2) Everyday Usage 3) Manual Mode 4) Default Dispense Settings 5) Change Compartment Settings For more information visit▶ Brand Site: https://www.lg.com/common/index Source: https://www.youtube.com/watch?v=pDGsOpSZGE8 Uploader: LG Global,https://archive.org/details/youtube-pDGsOpSZGE8,,pDGsOpSZGE8.mp4,MPEG4,22738594,512.77,1280,720,"title:(""LG Washer"")",6,eligible,
,Washing Machine,youtube-uRFVYxGLUbg,QuickDrive™ Washing Machine Optimal cycle with Laundry Recipe Samsung,Samsung Gulf,Source: https://www.youtube.com/watch?v=uRFVYxGLUbg Uploader: Samsung Gulf,https://archive.org/details/youtube-uRFVYxGLUbg,,uRFVYxGLUbg.mp4,MPEG4,5386722,45.02,1280,720,"title:(""Samsung"" ""washing machine"")",6,eligible,
,Washing Machine,youtube-ugi4ztSGzZk,LG Washer/Dryer: How to Measure for Installation,LG USA,Follow LG USA: Facebook: https://www.facebook.com/LGUSA/ Twitter: https://twitter.com/lgus Instagram: https://www.instagram.com/lgusa Pinterest: https://www.pinterest.com/lgusa/ Source: https://www.youtube.com/watch?v=ugi4ztSGzZk Uploader: LG USA,https://archive.org/details/youtube-ugi4ztSGzZk,,ugi4ztSGzZk.mp4,MPEG4,8155513,57.35,1280,720,"title:(""LG Washer"")",6,eligible,
,Washing Machine,youtube-vF3CyLPO6z0,LG Washer/Dryer : How to repair Dryer Issues | LG,LG Global,Are you experiencing some issues with the dry function on your LG All-In-One Washer/Dryer? Here are a few things you can do on your own to solve them. 1) Taking Too Long 2) Low Performance 3) Warm Air Coming Out from the Rear For more information visit▶ Brand Site: https://www.lg.com/common/index Source: https://www.youtube.com/watch?v=vF3CyLPO6z0 Uploader: LG Global,https://archive.org/details/youtube-vF3CyLPO6z0,,vF3CyLPO6z0.mp4,MPEG4,8449050,138.86,1280,720,"title:(""LG Washer"")",6,eligible,
,Washing Machine,youtube-vhxwgl6dwGo,LG Washer : How to Clean After Every Wash | LG,LG Malaysia,Watch LG's step-by-step guide on cleaning after doing the laundry. 1) Interior 2) Exterior & Door For more information visit https://www.lg.com/my/front-load-washers Source: https://www.youtube.com/watch?v=vhxwgl6dwGo Uploader: LG Malaysia,https://archive.org/details/youtube-vhxwgl6dwGo,,vhxwgl6dwGo.mp4,MPEG4,7672595,118.84,1280,720,"title:(""LG Washer"")",6,eligible,
,Washing Machine,youtube-yQ6KH4LSsLE,LG Washer/Dryer : How to repair Dryer Issues | LG,LG Malaysia,Are you experiencing some issues with the dry function on your LG All-In-One Washer/Dryer? Here are a few things you can do on your own to solve them. 1) Taking Too Long 2) Low Performance 3) Warm Air Coming Out from the Rear For more information visit https://www.lg.com/my/front-load-washers Source: https://www.youtube.com/watch?v=yQ6KH4LSsLE Uploader: LG Malaysia,https://archive.org/details/youtube-yQ6KH4LSsLE,,yQ6KH4LSsLE.mp4,MPEG4,7929749,138.86,1280,720,"title:(""LG Washer"")",6,eligible,
,Washing Machine,BA_Admin_2009-UsingBizInYourHighEfficiencyWashingMachine133,Using Biz in your High Efficiency washing machine,Archive contributor,We?re answering your questions about new high-efficiency washing machines.,https://archive.org/details/BA_Admin_2009-UsingBizInYourHighEfficiencyWashingMachine133,http://creativecommons.org/licenses/by/2.0/,BA_Admin_2009-UsingBizInYourHighEfficiencyWashingMachine133_512kb.mp4,512Kb MPEG4,10011584,131.73,320,240,"title:(""washing machine"")",5,eligible,
,Washing Machine,twitch-vod-v1622596817,🍒 I answer the question or I spin. And I'm not talking about haha I'm stuck in the washing machine-type spin. It's SERIOUS business or ELS,filian,Source: https://www.twitch.tv/videos/1622596817?filter=archives Uploader: filian,https://archive.org/details/twitch-vod-v1622596817,,,,,,,,"title:(""washing machine"")",5,reject_file,no bounded video file
,Washing Machine,washing-machine-repair-service_202505,Washing Machine Repair Service,Archive contributor,A noisy or leaking washing machine often signals a problem. Ignoring early signs can lead to more costly damage over time. washing machine repair winchester,https://archive.org/details/washing-machine-repair-service_202505,,Washing Machine Repair Service.ia.mp4,h.264 IA,4117784,29.77,1920,1080,"title:(""washing machine repair"")",5,eligible,
,Washing Machine,washing-machine-service_202605,WASHING MACHINE REPAIR SERVICE,LocalRamu Services,"Looking for trusted washing machine repair service in Bengaluru? LocalRamu Services offers fast, affordable, and expert washing machine repair service right at your doorstep. Schedule repair: https://www.localramu.com/bengaluru/washing-machine",https://archive.org/details/washing-machine-service_202605,,washing machine service.ia.mp4,h.264 IA,3773401,41.39,270,480,"title:(""washing machine repair"")",5,eligible,
,Washing Machine,youtube--GpQTSGY-zM,EcoBubble™ Washing Machine: How a bear removes stains│Samsung,Samsung Egypt,"Give your clothes a thorough wash with the EcoBubble™ washing machine. EcoBubble ™ technology mixes air, water and detergent to create soapy bubbles that quickly penetrate each fiber of the fabric for a faster and more effective wash. It also helps reduce wear on fibers during the wash cycle protecting color and texture. Fights stains. Protects fabric. #Samsung #WashingMachine #EcoBubble #AddWash Source: https://www.youtube.com/watch?v=-GpQTSGY-zM Uploader: Samsung Egypt",https://archive.org/details/youtube--GpQTSGY-zM,,-GpQTSGY-zM.mp4,MPEG4,1849306,30.14,640,360,"title:(""Samsung"" ""washing machine"")",5,eligible,
,Washing Machine,youtube--e5Q_NjDOFo,Easy tips to check if your Samsung Top/Front Load washing machine is receiving power,Samsung India,"If your washing machine is not receiving power properly, follow the simple troubleshooting steps shown in this video. The issue should be resolved shortly. If, for some reason, the problem persists, you can WhatsApp us on 1800 5 7267864. We are here to help! #Samsung Connect with us: Support: http://spr.ly/6052zdNjy Community: http://spr.ly/6053zdNjJ Facebook: http://spr.ly/6054zdNjK Twitter: http://spr.ly/6055zdNjz Instagram: http://spr.ly/6056zdNjM To enroll under: Samsung Student program, cli",https://archive.org/details/youtube--e5Q_NjDOFo,,-e5Q_NjDOFo.mp4,MPEG4,3011962,76.25,1280,720,"title:(""Samsung"" ""washing machine"")",5,eligible,
,Washing Machine,youtube-2ke259GHHUQ,[LG ThinQ + Washing Machine] - How to register a WiFi enabled LG washing machine on LG ThinQ,LG customer support Europe_official,Source: https://www.youtube.com/watch?v=2ke259GHHUQ Uploader: LG customer support Europe_official,https://archive.org/details/youtube-2ke259GHHUQ,,2ke259GHHUQ.mp4,MPEG4,12892421,138.55,1280,720,"title:(""washing machine"" ""how to"")",5,eligible,
,Washing Machine,youtube-33b4Yr2lcJw,"Samsung | EcoBubble™ Washing Machine: Thorough cleaning, gently",Samsung India,"Add the power of bubbles to your laundry with the Samsung EcoBubble™ washing machine. It combines detergent, water and air to generate bubbles that soak through your clothes, removing stains gently and thoroughly. #Samsung Know more: http://spr.ly/6054GQkTw Connect with us: Support: https://www.samsung.com/in/support/ Community: https://r2.community.samsung.com/t5/India/ct-p/in Facebook: https://www.facebook.com/SamsungIndia/ Twitter: https://twitter.com/samsungindia Instagram: https://www.insta",https://archive.org/details/youtube-33b4Yr2lcJw,,33b4Yr2lcJw.mp4,MPEG4,2290281,15.51,1280,720,"title:(""Samsung"" ""washing machine"")",5,eligible,
,Washing Machine,youtube-3mC1CuVBGcc,LG Washer - The Allergiene™ Cycle,LG USA,The Allergiene™ cycle helps alleviate some of the problems caused by household allergens like dust mites and pet dander. Follow LG USA: Facebook: https://www.facebook.com/LGUSA/ Twitter: https://twitter.com/lgus Instagram: https://www.instagram.com/lgusa Pinterest: https://www.pinterest.com/lgusa/ Source: https://www.youtube.com/watch?v=3mC1CuVBGcc Uploader: LG USA,https://archive.org/details/youtube-3mC1CuVBGcc,,3mC1CuVBGcc.mp4,MPEG4,20614170,74.12,1280,720,"title:(""LG Washer"")",5,eligible,
,Washing Machine,youtube-4fUCn4L5RB0,[LG Washing Machine] - How to stack an LG Dryer on an LG Washing Machine,LG customer support Europe_official,"This video describes how to stack an LG Tumble Dryer on an LG Washing Machine. This is a general video, applicable for all 24"" LG Washers and Dryers. Source: https://www.youtube.com/watch?v=4fUCn4L5RB0 Uploader: LG customer support Europe_official",https://archive.org/details/youtube-4fUCn4L5RB0,,4fUCn4L5RB0.mp4,MPEG4,13441294,69.24,1280,720,"title:(""washing machine"" ""how to"")",5,eligible,
,Washing Machine,youtube-6970_3gwIDI,[LG Front Load Washers] Navigating The Options Menu On Your LG Washer - WM6700HBA,LG USA Support,"For next steps, check out these useful links: Help Library Support: https://www.lg.com/us/support/help-library To request a repair: https://www.lg.com/us/support/repair-service/schedule-repair Our Facebook Support page is another good way to stay connected to all-things LG Support. LG Facebook Support: https://www.facebook.com/LGUSSupport/ Source: https://www.youtube.com/watch?v=6970_3gwIDI Uploader: LG USA Support",https://archive.org/details/youtube-6970_3gwIDI,,6970_3gwIDI.mp4,MPEG4,8811193,137.86,1280,720,"title:(""LG Washer"")",5,eligible,
,Washing Machine,youtube-7w-jPWigIDU,LG Washer - The Sanitary Cycle,LG USA,The Sanitary cycle is certified to remove 99.9% of bacteria on cotton fabrics without high energy consumption when used in conjunction with bleach and high temperatures. Follow LG USA: Facebook: https://www.facebook.com/LGUSA/ Twitter: https://twitter.com/lgus Instagram: https://www.instagram.com/lgusa Pinterest: https://www.pinterest.com/lgusa/ Source: https://www.youtube.com/watch?v=7w-jPWigIDU Uploader: LG USA,https://archive.org/details/youtube-7w-jPWigIDU,,7w-jPWigIDU.mp4,MPEG4,20231790,80.09,1280,720,"title:(""LG Washer"")",5,eligible,
,Washing Machine,youtube-85Ol4C5YBCU,LG Washer - Utilizing Steam Cycle,LG USA,"LG brings you the power of steam, to help you beat the toughest stains and significantly reduce allergens while still being gentle on your clothes. For more information regarding LG products, please visit us at: http://www.lg.com/us Source: https://www.youtube.com/watch?v=85Ol4C5YBCU Uploader: LG USA",https://archive.org/details/youtube-85Ol4C5YBCU,,85Ol4C5YBCU.mp4,MPEG4,18020588,155.3,1280,720,"title:(""LG Washer"")",5,eligible,
,Washing Machine,youtube-8lyuFnTrYHc,How to change the language on the display panel of your Samsung AI Ecobubble™ washing machine,Samsung India,"The AI Ecobubble™ is the world’s first washing machine with a bilingual interface. The machine lets you choose between a Hindi and English display, depending on your preference. Follow the simple steps explained in this video to learn how to set the language of your preference. If you need additional assistance, or would like more useful tips, you can reach us on 1800 5 SAMSUNG (7267864). We will be happy to help. http://spr.ly/6057Kvhz1. #Samsung Connect with us: Support: http://spr.ly/6058Kvhz",https://archive.org/details/youtube-8lyuFnTrYHc,,8lyuFnTrYHc.mp4,MPEG4,3184433,78.25,1280,720,"title:(""Samsung"" ""washing machine"") | title:(""washing machine"" ""how to"")",5,eligible,
,Washing Machine,youtube-BfyVUati0Jk,LG Washer : How to set the Child Lock| LG,LG Global,Welcome to LG's step-by-step guide on how to set the control lock on your LG washing machine. 1) Lock Control Panel 2) Unlock Control Panel For more information visit▶ Brand Site: https://www.lg.com/common/index Source: https://www.youtube.com/watch?v=BfyVUati0Jk Uploader: LG Global,https://archive.org/details/youtube-BfyVUati0Jk,,BfyVUati0Jk.mp4,MPEG4,7414404,110.46,1280,720,"title:(""LG Washer"")",5,eligible,
,Washing Machine,youtube-CqOblypzwD8,[LG ThinQ + Washing Machine] - How to connect your LG Washing Machine to LG ThinQ (Android phone),LG customer support Europe_official,This video described how to make a connection between a LG Washing Machine and LG ThinQ on an Android phone (Android tablets are not supported). Source: https://www.youtube.com/watch?v=CqOblypzwD8 Uploader: LG customer support Europe_official,https://archive.org/details/youtube-CqOblypzwD8,,CqOblypzwD8.mp4,MPEG4,4229950,84.85,1280,720,"title:(""washing machine"" ""how to"")",5,eligible,
,Washing Machine,youtube-EdOrn-K-jU8,LG Washer : Common Error Messages | LG,LG Global,"Any error code popping up on the control panel display? You may be able to solve a lot of them by yourself with this video. 1) Fix On Your Own: IE, UE, OE, LE, FF, PF 2) Call for Service: FE, PE, tE, dE, dE1, dE2, dE4, vS, AE, dHE For more information visit▶ Brand Site: https://www.lg.com/common/index Source: https://www.youtube.com/watch?v=EdOrn-K-jU8 Uploader: LG Global",https://archive.org/details/youtube-EdOrn-K-jU8,,EdOrn-K-jU8.mp4,MPEG4,12846445,249.89,1280,720,"title:(""LG Washer"")",5,eligible,
,Washing Machine,youtube-FiwpMT5LDys,LG Washer : Things to Check Before Installation | LG,LG Global,Let's go over a few important check points to make sure you install the washing machine properly. 1) Specifications 2) Location 3) Electric Outlet 4) Water Supply For more information visit▶ Brand Site: https://www.lg.com/common/index Source: https://www.youtube.com/watch?v=FiwpMT5LDys Uploader: LG Global,https://archive.org/details/youtube-FiwpMT5LDys,,FiwpMT5LDys.mp4,MPEG4,11186295,244.85,1280,720,"title:(""LG Washer"")",5,eligible,
,Washing Machine,youtube-H679iqYXw8o,Samsung Washing Machine Tips for Optimal Performance,Samsung UK,"Washing machine tips to optimise the performance of your Samsung washing machine. To optimise wash performance, be sure to select the most suitable wash programme; avoid overloading the drum and remove foreign objects from the pockets. Each washing machine has different weight limits, so make sure you check your machine's limit before overloading the drum. Further details can be found in the user guide for your washing machine. For washing machine maintenance tips and more information, please vi",https://archive.org/details/youtube-H679iqYXw8o,,H679iqYXw8o.mp4,MPEG4,21542320,146.22,1280,720,"title:(""Samsung"" ""washing machine"")",5,eligible,
,Washing Machine,youtube-I3w4TG6teUI,LG Washer - Delicates Cycle,LG USA,"The Delicates cycle is for washing lingerie, or sheer and lacy clothes, such as bras, blouses, nylons, scarves, and dress shirts. Follow LG USA: Facebook: https://www.facebook.com/LGUSA/ Twitter: https://twitter.com/lgus Instagram: https://www.instagram.com/lgusa Pinterest: https://www.pinterest.com/lgusa/ Source: https://www.youtube.com/watch?v=I3w4TG6teUI Uploader: LG USA",https://archive.org/details/youtube-I3w4TG6teUI,,I3w4TG6teUI.mp4,MPEG4,19574442,72.47,1280,720,"title:(""LG Washer"")",5,eligible,
,Washing Machine,youtube-K1qrB-TDPH8,AddWash™ Washing Machine Large capacity Wash more at once | Samsung,Samsung Gulf,Forgot a shirt? AddWash™ lets you simply and quickly add forgotten clothes after your cycle has already started. You can also easily pop in hand-washed clothes that you just want to rinse or spin dry. Learn More : https://www.samsung.com/ae/washing-machines/ Source: https://www.youtube.com/watch?v=K1qrB-TDPH8 Uploader: Samsung Gulf,https://archive.org/details/youtube-K1qrB-TDPH8,,K1qrB-TDPH8.mp4,MPEG4,5360732,29.12,1280,720,"title:(""Samsung"" ""washing machine"")",5,eligible,
,Washing Machine,youtube-KIgiC--xoOQ,Samsung QuickDrive Washing Machine with Air Wash Technology,Samsung Malaysia,"When you've got a Samsung QuickDrive Washing Machine like Hui Min, there's no laundry emergency you can't handle. With its Air Wash technology, you can quickly sanitise and deodorise clothes without water and detergent. And if you've left out an item, the Add Wash door allows you to easily pop it in even if the wash cycle has started. Discover more here: http://spr.ly/60551Eo3v ------------------------------------------------------- Don't forget to subscribe to our YouTube channel to get all the",https://archive.org/details/youtube-KIgiC--xoOQ,,KIgiC--xoOQ.mp4,MPEG4,15222030,102.21,1280,720,"title:(""Samsung"" ""washing machine"")",5,eligible,
,Washing Machine,youtube-MotvpieH5jM,LG Washer ezDispense™ - How to Change the ezDispense™ Default Settings,LG USA,You can change the default settings on the ezDispense™ to fit your laundry needs. ________________________________________________ Follow LG USA: Facebook: https://www.facebook.com/LGUSA/ Twitter: https://twitter.com/lgus Instagram: https://www.instagram.com/lgusa Pinterest: https://www.pinterest.com/lgusa/ Source: https://www.youtube.com/watch?v=MotvpieH5jM Uploader: LG USA,https://archive.org/details/youtube-MotvpieH5jM,,MotvpieH5jM.mp4,MPEG4,16764340,116.63,1280,720,"title:(""LG Washer"")",5,eligible,
,Washing Machine,youtube-NjNveGgThEo,LG Washer with SmartThinQ™ Technology – Remote Start,LG USA,"Think you need to be home to do laundry? Think again. LG washers with SmartThinQ™ technology let you start a wash cycle anywhere your day takes you. It even works with the Google Assistant, so you can start the wash with just the sound of your voice. Learn more about LG Appliances with SmartThinQ™ technology: http://www.lg.com/us/discover/smartthinq/thinq Follow LG USA: Facebook: https://www.facebook.com/LGUSA/ Twitter: https://twitter.com/lgus Instagram: https://www.instagram.com/lgusa Pinteres",https://archive.org/details/youtube-NjNveGgThEo,,NjNveGgThEo.mp4,MPEG4,2531016,19.62,1280,720,"title:(""LG Washer"")",5,eligible,
